***************************** RESULTS *****************************
NODE: 214328887	CLOSENESS-CENTRALITY: 0.276386
NODE: 41795342	CLOSENESS-CENTRALITY: 0.244599
NODE: 20039889	CLOSENESS-CENTRALITY: 0.255053
NODE: 786764	CLOSENESS-CENTRALITY: 0.260045
NODE: 102756892	CLOSENESS-CENTRALITY: 0.238556
NODE: 89208505	CLOSENESS-CENTRALITY: 0.273989
NODE: 19103793	CLOSENESS-CENTRALITY: 0.249919
NODE: 14323373	CLOSENESS-CENTRALITY: 0.272311
NODE: 220426702	CLOSENESS-CENTRALITY: 0.278532
NODE: 71236414	CLOSENESS-CENTRALITY: 0.256915
NODE: 742143	CLOSENESS-CENTRALITY: 0.312488
NODE: 25774777	CLOSENESS-CENTRALITY: 0.275708
NODE: 239466198	CLOSENESS-CENTRALITY: 0.253468
NODE: 23442208	CLOSENESS-CENTRALITY: 0.266539
NODE: 110536872	CLOSENESS-CENTRALITY: 0.248007
NODE: 20981595	CLOSENESS-CENTRALITY: 0.273495
NODE: 160623364	CLOSENESS-CENTRALITY: 0.258099
NODE: 55205377	CLOSENESS-CENTRALITY: 0.229580
NODE: 14854775	CLOSENESS-CENTRALITY: 0.274414
NODE: 15719304	CLOSENESS-CENTRALITY: 0.258489
NODE: 30835585	CLOSENESS-CENTRALITY: 0.240780
NODE: 21852508	CLOSENESS-CENTRALITY: 0.249426
NODE: 161627772	CLOSENESS-CENTRALITY: 0.256588
NODE: 9243812	CLOSENESS-CENTRALITY: 0.273770
NODE: 352410284	CLOSENESS-CENTRALITY: 0.239684
NODE: 6929302	CLOSENESS-CENTRALITY: 0.256238
NODE: 365928619	CLOSENESS-CENTRALITY: 0.217516
NODE: 55813317	CLOSENESS-CENTRALITY: 0.269645
NODE: 147135706	CLOSENESS-CENTRALITY: 0.257960
NODE: 81575608	CLOSENESS-CENTRALITY: 0.248883
NODE: 77459939	CLOSENESS-CENTRALITY: 0.274523
NODE: 39727570	CLOSENESS-CENTRALITY: 0.257143
NODE: 14880200	CLOSENESS-CENTRALITY: 0.239789
NODE: 249644051	CLOSENESS-CENTRALITY: 0.239916
NODE: 14154272	CLOSENESS-CENTRALITY: 0.313114
NODE: 19248117	CLOSENESS-CENTRALITY: 0.258284
NODE: 290698882	CLOSENESS-CENTRALITY: 0.256139
NODE: 123937751	CLOSENESS-CENTRALITY: 0.272908
NODE: 259288589	CLOSENESS-CENTRALITY: 0.294178
NODE: 47646874	CLOSENESS-CENTRALITY: 0.279509
NODE: 17498103	CLOSENESS-CENTRALITY: 0.242709
NODE: 68742579	CLOSENESS-CENTRALITY: 0.252967
NODE: 147591839	CLOSENESS-CENTRALITY: 0.273833
NODE: 14789619	CLOSENESS-CENTRALITY: 0.273822
NODE: 21797072	CLOSENESS-CENTRALITY: 0.256182
NODE: 381429945	CLOSENESS-CENTRALITY: 0.239679
NODE: 18171994	CLOSENESS-CENTRALITY: 0.303735
NODE: 132195390	CLOSENESS-CENTRALITY: 0.287691
NODE: 237710136	CLOSENESS-CENTRALITY: 0.243882
NODE: 14552720	CLOSENESS-CENTRALITY: 0.305689
NODE: 16570878	CLOSENESS-CENTRALITY: 0.247753
NODE: 256740879	CLOSENESS-CENTRALITY: 0.220638
NODE: 14297664	CLOSENESS-CENTRALITY: 0.248701
NODE: 95048311	CLOSENESS-CENTRALITY: 0.231565
NODE: 19811190	CLOSENESS-CENTRALITY: 0.286572
NODE: 9999352	CLOSENESS-CENTRALITY: 0.217963
NODE: 18327788	CLOSENESS-CENTRALITY: 0.248147
NODE: 38843285	CLOSENESS-CENTRALITY: 0.267979
NODE: 253004443	CLOSENESS-CENTRALITY: 0.231175
NODE: 73618433	CLOSENESS-CENTRALITY: 0.256718
NODE: 306695141	CLOSENESS-CENTRALITY: 0.217515
NODE: 407347022	CLOSENESS-CENTRALITY: 0.225623
NODE: 297856522	CLOSENESS-CENTRALITY: 0.217516
NODE: 101476381	CLOSENESS-CENTRALITY: 0.217517
NODE: 39470235	CLOSENESS-CENTRALITY: 0.258071
NODE: 284580854	CLOSENESS-CENTRALITY: 0.233236
NODE: 27668241	CLOSENESS-CENTRALITY: 0.273119
NODE: 6576492	CLOSENESS-CENTRALITY: 0.290143
NODE: 37267983	CLOSENESS-CENTRALITY: 0.247753
NODE: 264869133	CLOSENESS-CENTRALITY: 0.220637
NODE: 16933588	CLOSENESS-CENTRALITY: 0.257195
NODE: 19263119	CLOSENESS-CENTRALITY: 0.254935
NODE: 147498284	CLOSENESS-CENTRALITY: 0.247753
NODE: 386187816	CLOSENESS-CENTRALITY: 0.217516
NODE: 14612767	CLOSENESS-CENTRALITY: 0.253093
NODE: 255343133	CLOSENESS-CENTRALITY: 0.254817
NODE: 27394027	CLOSENESS-CENTRALITY: 0.251518
NODE: 9424732	CLOSENESS-CENTRALITY: 0.217964
NODE: 75944553	CLOSENESS-CENTRALITY: 0.274033
NODE: 15514266	CLOSENESS-CENTRALITY: 0.274999
NODE: 22764045	CLOSENESS-CENTRALITY: 0.254526
NODE: 154131408	CLOSENESS-CENTRALITY: 0.247932
NODE: 130958772	CLOSENESS-CENTRALITY: 0.239759
NODE: 14728168	CLOSENESS-CENTRALITY: 0.273607
NODE: 37601149	CLOSENESS-CENTRALITY: 0.234766
NODE: 49623615	CLOSENESS-CENTRALITY: 0.271190
NODE: 109976753	CLOSENESS-CENTRALITY: 0.253940
NODE: 14602140	CLOSENESS-CENTRALITY: 0.256347
NODE: 19544232	CLOSENESS-CENTRALITY: 0.240157
NODE: 372760944	CLOSENESS-CENTRALITY: 0.271770
NODE: 14565991	CLOSENESS-CENTRALITY: 0.265694
NODE: 18332578	CLOSENESS-CENTRALITY: 0.271191
NODE: 199481637	CLOSENESS-CENTRALITY: 0.217516
NODE: 73450877	CLOSENESS-CENTRALITY: 0.217516
NODE: 230915886	CLOSENESS-CENTRALITY: 0.248203
NODE: 18480751	CLOSENESS-CENTRALITY: 0.217516
NODE: 138538289	CLOSENESS-CENTRALITY: 0.255079
NODE: 15965292	CLOSENESS-CENTRALITY: 0.228788
NODE: 15944663	CLOSENESS-CENTRALITY: 0.311710
NODE: 113604325	CLOSENESS-CENTRALITY: 0.239677
NODE: 11680312	CLOSENESS-CENTRALITY: 0.274400
NODE: 95148130	CLOSENESS-CENTRALITY: 0.231667
NODE: 27851329	CLOSENESS-CENTRALITY: 0.265693
NODE: 104769655	CLOSENESS-CENTRALITY: 0.219415
NODE: 248074960	CLOSENESS-CENTRALITY: 0.248031
NODE: 44887036	CLOSENESS-CENTRALITY: 0.217516
NODE: 35212635	CLOSENESS-CENTRALITY: 0.217516
NODE: 21610279	CLOSENESS-CENTRALITY: 0.271190
NODE: 16187240	CLOSENESS-CENTRALITY: 0.247748
NODE: 371910020	CLOSENESS-CENTRALITY: 0.249082
NODE: 14774669	CLOSENESS-CENTRALITY: 0.223841
NODE: 116321263	CLOSENESS-CENTRALITY: 0.217515
NODE: 405764794	CLOSENESS-CENTRALITY: 0.217515
NODE: 36664514	CLOSENESS-CENTRALITY: 0.265692
NODE: 366585100	CLOSENESS-CENTRALITY: 0.217516
NODE: 69238380	CLOSENESS-CENTRALITY: 0.265692
NODE: 230535438	CLOSENESS-CENTRALITY: 0.239677
NODE: 47563665	CLOSENESS-CENTRALITY: 0.247749
NODE: 18181751	CLOSENESS-CENTRALITY: 0.217515
NODE: 92939084	CLOSENESS-CENTRALITY: 0.223325
NODE: 286917087	CLOSENESS-CENTRALITY: 0.247748
NODE: 25990589	CLOSENESS-CENTRALITY: 0.251518
NODE: 111595219	CLOSENESS-CENTRALITY: 0.217515
NODE: 177264696	CLOSENESS-CENTRALITY: 0.273984
NODE: 16454701	CLOSENESS-CENTRALITY: 0.277301
NODE: 30293070	CLOSENESS-CENTRALITY: 0.277385
NODE: 15625377	CLOSENESS-CENTRALITY: 0.263593
NODE: 185308330	CLOSENESS-CENTRALITY: 0.259546
NODE: 16267101	CLOSENESS-CENTRALITY: 0.278610
NODE: 5225991	CLOSENESS-CENTRALITY: 0.258512
NODE: 44449776	CLOSENESS-CENTRALITY: 0.304477
NODE: 15526913	CLOSENESS-CENTRALITY: 0.267928
NODE: 15738990	CLOSENESS-CENTRALITY: 0.260865
NODE: 7614292	CLOSENESS-CENTRALITY: 0.279880
NODE: 90416808	CLOSENESS-CENTRALITY: 0.273650
NODE: 44217174	CLOSENESS-CENTRALITY: 0.270620
NODE: 82208992	CLOSENESS-CENTRALITY: 0.280694
NODE: 14779526	CLOSENESS-CENTRALITY: 0.268186
NODE: 14461377	CLOSENESS-CENTRALITY: 0.259066
NODE: 46151273	CLOSENESS-CENTRALITY: 0.251403
NODE: 21939277	CLOSENESS-CENTRALITY: 0.251456
NODE: 126447573	CLOSENESS-CENTRALITY: 0.259253
NODE: 53184098	CLOSENESS-CENTRALITY: 0.258977
NODE: 16298447	CLOSENESS-CENTRALITY: 0.260464
NODE: 17290922	CLOSENESS-CENTRALITY: 0.278594
NODE: 20813165	CLOSENESS-CENTRALITY: 0.261147
NODE: 87509328	CLOSENESS-CENTRALITY: 0.249582
NODE: 88957553	CLOSENESS-CENTRALITY: 0.270050
NODE: 15018428	CLOSENESS-CENTRALITY: 0.246836
NODE: 14529625	CLOSENESS-CENTRALITY: 0.259320
NODE: 14815685	CLOSENESS-CENTRALITY: 0.265697
NODE: 219771529	CLOSENESS-CENTRALITY: 0.259220
NODE: 212228906	CLOSENESS-CENTRALITY: 0.274932
NODE: 45869233	CLOSENESS-CENTRALITY: 0.284777
NODE: 15057943	CLOSENESS-CENTRALITY: 0.296320
NODE: 16630098	CLOSENESS-CENTRALITY: 0.294624
NODE: 34620751	CLOSENESS-CENTRALITY: 0.270184
NODE: 21233586	CLOSENESS-CENTRALITY: 0.270079
NODE: 14921620	CLOSENESS-CENTRALITY: 0.259250
NODE: 14385541	CLOSENESS-CENTRALITY: 0.259205
NODE: 14315537	CLOSENESS-CENTRALITY: 0.275741
NODE: 10950372	CLOSENESS-CENTRALITY: 0.267065
NODE: 16517711	CLOSENESS-CENTRALITY: 0.307108
NODE: 222959095	CLOSENESS-CENTRALITY: 0.256715
NODE: 36972997	CLOSENESS-CENTRALITY: 0.301125
NODE: 16568227	CLOSENESS-CENTRALITY: 0.307612
NODE: 8487622	CLOSENESS-CENTRALITY: 0.286092
NODE: 6790442	CLOSENESS-CENTRALITY: 0.274313
NODE: 81940833	CLOSENESS-CENTRALITY: 0.278483
NODE: 3554721	CLOSENESS-CENTRALITY: 0.300307
NODE: 28642247	CLOSENESS-CENTRALITY: 0.258748
NODE: 47399813	CLOSENESS-CENTRALITY: 0.271237
NODE: 10716292	CLOSENESS-CENTRALITY: 0.311819
NODE: 17195458	CLOSENESS-CENTRALITY: 0.246407
NODE: 23638544	CLOSENESS-CENTRALITY: 0.285126
NODE: 17057271	CLOSENESS-CENTRALITY: 0.285622
NODE: 15088772	CLOSENESS-CENTRALITY: 0.277079
NODE: 46473066	CLOSENESS-CENTRALITY: 0.277286
NODE: 14677998	CLOSENESS-CENTRALITY: 0.255638
NODE: 14289945	CLOSENESS-CENTRALITY: 0.274700
NODE: 16057477	CLOSENESS-CENTRALITY: 0.262462
NODE: 70454762	CLOSENESS-CENTRALITY: 0.252952
NODE: 15142243	CLOSENESS-CENTRALITY: 0.260091
NODE: 127108489	CLOSENESS-CENTRALITY: 0.252173
NODE: 20688961	CLOSENESS-CENTRALITY: 0.261918
NODE: 87564870	CLOSENESS-CENTRALITY: 0.262582
NODE: 28379556	CLOSENESS-CENTRALITY: 0.280351
NODE: 81121879	CLOSENESS-CENTRALITY: 0.280987
NODE: 101802390	CLOSENESS-CENTRALITY: 0.263847
NODE: 39308951	CLOSENESS-CENTRALITY: 0.273229
NODE: 7152572	CLOSENESS-CENTRALITY: 0.292045
NODE: 20217658	CLOSENESS-CENTRALITY: 0.273606
NODE: 42313640	CLOSENESS-CENTRALITY: 0.272960
NODE: 19066345	CLOSENESS-CENTRALITY: 0.258806
NODE: 135972385	CLOSENESS-CENTRALITY: 0.254152
NODE: 12804422	CLOSENESS-CENTRALITY: 0.288369
NODE: 16438248	CLOSENESS-CENTRALITY: 0.310319
NODE: 20065936	CLOSENESS-CENTRALITY: 0.344187
NODE: 270372236	CLOSENESS-CENTRALITY: 0.251422
NODE: 187520111	CLOSENESS-CENTRALITY: 0.260821
NODE: 18267528	CLOSENESS-CENTRALITY: 0.285692
NODE: 42669548	CLOSENESS-CENTRALITY: 0.245261
NODE: 326175038	CLOSENESS-CENTRALITY: 0.269776
NODE: 14980820	CLOSENESS-CENTRALITY: 0.264344
NODE: 15295015	CLOSENESS-CENTRALITY: 0.265448
NODE: 501794095	CLOSENESS-CENTRALITY: 0.247538
NODE: 186201749	CLOSENESS-CENTRALITY: 0.266438
NODE: 29221344	CLOSENESS-CENTRALITY: 0.282608
NODE: 13742652	CLOSENESS-CENTRALITY: 0.249291
NODE: 468535521	CLOSENESS-CENTRALITY: 0.246571
NODE: 80084849	CLOSENESS-CENTRALITY: 0.268164
NODE: 80632502	CLOSENESS-CENTRALITY: 0.240230
NODE: 34395782	CLOSENESS-CENTRALITY: 0.249988
NODE: 18764184	CLOSENESS-CENTRALITY: 0.279799
NODE: 6449392	CLOSENESS-CENTRALITY: 0.318045
NODE: 1652731	CLOSENESS-CENTRALITY: 0.299993
NODE: 13539002	CLOSENESS-CENTRALITY: 0.292502
NODE: 15651902	CLOSENESS-CENTRALITY: 0.301149
NODE: 18840310	CLOSENESS-CENTRALITY: 0.275905
NODE: 9175762	CLOSENESS-CENTRALITY: 0.300210
NODE: 14807093	CLOSENESS-CENTRALITY: 0.326953
NODE: 8596922	CLOSENESS-CENTRALITY: 0.320720
NODE: 2232241	CLOSENESS-CENTRALITY: 0.314304
NODE: 14502745	CLOSENESS-CENTRALITY: 0.296065
NODE: 15605249	CLOSENESS-CENTRALITY: 0.289435
NODE: 5704082	CLOSENESS-CENTRALITY: 0.316755
NODE: 14537203	CLOSENESS-CENTRALITY: 0.280831
NODE: 112723103	CLOSENESS-CENTRALITY: 0.260860
NODE: 2230871	CLOSENESS-CENTRALITY: 0.327441
NODE: 3253121	CLOSENESS-CENTRALITY: 0.317232
NODE: 14098069	CLOSENESS-CENTRALITY: 0.299747
NODE: 14518813	CLOSENESS-CENTRALITY: 0.301694
NODE: 2525131	CLOSENESS-CENTRALITY: 0.333889
NODE: 14685406	CLOSENESS-CENTRALITY: 0.247922
NODE: 15768061	CLOSENESS-CENTRALITY: 0.256726
NODE: 16463547	CLOSENESS-CENTRALITY: 0.251030
NODE: 15606470	CLOSENESS-CENTRALITY: 0.290627
NODE: 16302736	CLOSENESS-CENTRALITY: 0.284585
NODE: 812804	CLOSENESS-CENTRALITY: 0.302712
NODE: 14516492	CLOSENESS-CENTRALITY: 0.270613
NODE: 87114066	CLOSENESS-CENTRALITY: 0.306997
NODE: 2269701	CLOSENESS-CENTRALITY: 0.306803
NODE: 21211423	CLOSENESS-CENTRALITY: 0.269334
NODE: 54757149	CLOSENESS-CENTRALITY: 0.285674
NODE: 13030262	CLOSENESS-CENTRALITY: 0.255842
NODE: 32910267	CLOSENESS-CENTRALITY: 0.265075
NODE: 2800521	CLOSENESS-CENTRALITY: 0.309564
NODE: 5538252	CLOSENESS-CENTRALITY: 0.319803
NODE: 14423460	CLOSENESS-CENTRALITY: 0.289082
NODE: 15400885	CLOSENESS-CENTRALITY: 0.311007
NODE: 15437599	CLOSENESS-CENTRALITY: 0.286043
NODE: 17626337	CLOSENESS-CENTRALITY: 0.279730
NODE: 8690322	CLOSENESS-CENTRALITY: 0.309788
NODE: 12853322	CLOSENESS-CENTRALITY: 0.326341
NODE: 8941332	CLOSENESS-CENTRALITY: 0.316346
NODE: 10865472	CLOSENESS-CENTRALITY: 0.296591
NODE: 14438306	CLOSENESS-CENTRALITY: 0.322370
NODE: 14305343	CLOSENESS-CENTRALITY: 0.307654
NODE: 843581	CLOSENESS-CENTRALITY: 0.303315
NODE: 2230831	CLOSENESS-CENTRALITY: 0.298173
NODE: 239912763	CLOSENESS-CENTRALITY: 0.259688
NODE: 14182222	CLOSENESS-CENTRALITY: 0.305775
NODE: 14084454	CLOSENESS-CENTRALITY: 0.328035
NODE: 17117000	CLOSENESS-CENTRALITY: 0.268669
NODE: 7332192	CLOSENESS-CENTRALITY: 0.296468
NODE: 45196370	CLOSENESS-CENTRALITY: 0.278785
NODE: 14337876	CLOSENESS-CENTRALITY: 0.297157
NODE: 14244571	CLOSENESS-CENTRALITY: 0.297483
NODE: 14130107	CLOSENESS-CENTRALITY: 0.297497
NODE: 1242511	CLOSENESS-CENTRALITY: 0.316494
NODE: 17774837	CLOSENESS-CENTRALITY: 0.247568
NODE: 24740052	CLOSENESS-CENTRALITY: 0.243964
NODE: 11176202	CLOSENESS-CENTRALITY: 0.295342
NODE: 776434	CLOSENESS-CENTRALITY: 0.316401
NODE: 36420369	CLOSENESS-CENTRALITY: 0.299058
NODE: 20946695	CLOSENESS-CENTRALITY: 0.312921
NODE: 58834557	CLOSENESS-CENTRALITY: 0.285218
NODE: 39543915	CLOSENESS-CENTRALITY: 0.283664
NODE: 14091113	CLOSENESS-CENTRALITY: 0.298964
NODE: 3094401	CLOSENESS-CENTRALITY: 0.301983
NODE: 19234870	CLOSENESS-CENTRALITY: 0.287991
NODE: 14426048	CLOSENESS-CENTRALITY: 0.321315
NODE: 835871	CLOSENESS-CENTRALITY: 0.277792
NODE: 8106302	CLOSENESS-CENTRALITY: 0.272464
NODE: 20537779	CLOSENESS-CENTRALITY: 0.269706
NODE: 177363408	CLOSENESS-CENTRALITY: 0.268186
NODE: 29310847	CLOSENESS-CENTRALITY: 0.249988
NODE: 14372190	CLOSENESS-CENTRALITY: 0.290522
NODE: 14877397	CLOSENESS-CENTRALITY: 0.244830
NODE: 190464484	CLOSENESS-CENTRALITY: 0.306756
NODE: 368699637	CLOSENESS-CENTRALITY: 0.247944
NODE: 14999867	CLOSENESS-CENTRALITY: 0.279996
NODE: 15978229	CLOSENESS-CENTRALITY: 0.288896
NODE: 2777901	CLOSENESS-CENTRALITY: 0.286069
NODE: 84094897	CLOSENESS-CENTRALITY: 0.297915
NODE: 15596487	CLOSENESS-CENTRALITY: 0.255403
NODE: 30811128	CLOSENESS-CENTRALITY: 0.288596
NODE: 15494146	CLOSENESS-CENTRALITY: 0.296993
NODE: 14993691	CLOSENESS-CENTRALITY: 0.299108
NODE: 52146755	CLOSENESS-CENTRALITY: 0.366102
NODE: 16170178	CLOSENESS-CENTRALITY: 0.269019
NODE: 28828267	CLOSENESS-CENTRALITY: 0.249988
NODE: 17073902	CLOSENESS-CENTRALITY: 0.278694
NODE: 10069922	CLOSENESS-CENTRALITY: 0.276315
NODE: 26025140	CLOSENESS-CENTRALITY: 0.283868
NODE: 15603370	CLOSENESS-CENTRALITY: 0.250721
NODE: 14880439	CLOSENESS-CENTRALITY: 0.286804
NODE: 14666934	CLOSENESS-CENTRALITY: 0.310579
NODE: 18778944	CLOSENESS-CENTRALITY: 0.248719
NODE: 3233921	CLOSENESS-CENTRALITY: 0.294242
NODE: 14454264	CLOSENESS-CENTRALITY: 0.300096
NODE: 11081432	CLOSENESS-CENTRALITY: 0.273720
NODE: 14766130	CLOSENESS-CENTRALITY: 0.245360
NODE: 814253	CLOSENESS-CENTRALITY: 0.320541
NODE: 17783001	CLOSENESS-CENTRALITY: 0.312764
NODE: 33116398	CLOSENESS-CENTRALITY: 0.286251
NODE: 17933800	CLOSENESS-CENTRALITY: 0.245359
NODE: 53767981	CLOSENESS-CENTRALITY: 0.292683
NODE: 111457306	CLOSENESS-CENTRALITY: 0.290919
NODE: 14129766	CLOSENESS-CENTRALITY: 0.268134
NODE: 180509355	CLOSENESS-CENTRALITY: 0.324916
NODE: 12477472	CLOSENESS-CENTRALITY: 0.290173
NODE: 28586924	CLOSENESS-CENTRALITY: 0.281866
NODE: 107568836	CLOSENESS-CENTRALITY: 0.253247
NODE: 61627015	CLOSENESS-CENTRALITY: 0.266435
NODE: 14924965	CLOSENESS-CENTRALITY: 0.259519
NODE: 264661070	CLOSENESS-CENTRALITY: 0.243963
NODE: 538680573	CLOSENESS-CENTRALITY: 0.263561
NODE: 35081575	CLOSENESS-CENTRALITY: 0.243964
NODE: 14696577	CLOSENESS-CENTRALITY: 0.283347
NODE: 18255636	CLOSENESS-CENTRALITY: 0.247583
NODE: 15611402	CLOSENESS-CENTRALITY: 0.284521
NODE: 57629490	CLOSENESS-CENTRALITY: 0.277568
NODE: 43748205	CLOSENESS-CENTRALITY: 0.245908
NODE: 15870043	CLOSENESS-CENTRALITY: 0.264089
NODE: 14589750	CLOSENESS-CENTRALITY: 0.243963
NODE: 18425886	CLOSENESS-CENTRALITY: 0.248239
NODE: 1578	CLOSENESS-CENTRALITY: 0.259196
NODE: 56488597	CLOSENESS-CENTRALITY: 0.244833
NODE: 15803690	CLOSENESS-CENTRALITY: 0.258283
NODE: 66619464	CLOSENESS-CENTRALITY: 0.247563
NODE: 21611058	CLOSENESS-CENTRALITY: 0.257093
NODE: 2896251	CLOSENESS-CENTRALITY: 0.245360
NODE: 16728232	CLOSENESS-CENTRALITY: 0.244887
NODE: 20904390	CLOSENESS-CENTRALITY: 0.249984
NODE: 19731021	CLOSENESS-CENTRALITY: 0.283788
NODE: 73120348	CLOSENESS-CENTRALITY: 0.249986
NODE: 27261134	CLOSENESS-CENTRALITY: 0.256109
NODE: 14658806	CLOSENESS-CENTRALITY: 0.243966
NODE: 16193578	CLOSENESS-CENTRALITY: 0.295998
NODE: 31045723	CLOSENESS-CENTRALITY: 0.243963
NODE: 96737567	CLOSENESS-CENTRALITY: 0.243963
NODE: 1126941	CLOSENESS-CENTRALITY: 0.262882
NODE: 17023510	CLOSENESS-CENTRALITY: 0.271321
NODE: 14438407	CLOSENESS-CENTRALITY: 0.278466
NODE: 6650602	CLOSENESS-CENTRALITY: 0.311314
NODE: 15155577	CLOSENESS-CENTRALITY: 0.243964
NODE: 19946190	CLOSENESS-CENTRALITY: 0.256109
NODE: 31444922	CLOSENESS-CENTRALITY: 0.259076
NODE: 28594484	CLOSENESS-CENTRALITY: 0.248288
NODE: 62835885	CLOSENESS-CENTRALITY: 0.245033
NODE: 453940623	CLOSENESS-CENTRALITY: 0.243964
NODE: 9367832	CLOSENESS-CENTRALITY: 0.246723
NODE: 18739249	CLOSENESS-CENTRALITY: 0.247651
NODE: 17431388	CLOSENESS-CENTRALITY: 0.246942
NODE: 68917430	CLOSENESS-CENTRALITY: 0.261132
NODE: 11244592	CLOSENESS-CENTRALITY: 0.255699
NODE: 1000591	CLOSENESS-CENTRALITY: 0.326436
NODE: 1374411	CLOSENESS-CENTRALITY: 0.278536
NODE: 14202246	CLOSENESS-CENTRALITY: 0.294004
NODE: 6931262	CLOSENESS-CENTRALITY: 0.263772
NODE: 879521	CLOSENESS-CENTRALITY: 0.300530
NODE: 15038367	CLOSENESS-CENTRALITY: 0.239217
NODE: 17933570	CLOSENESS-CENTRALITY: 0.238955
NODE: 1760931	CLOSENESS-CENTRALITY: 0.249144
NODE: 14109423	CLOSENESS-CENTRALITY: 0.282003
NODE: 3713811	CLOSENESS-CENTRALITY: 0.300593
NODE: 15595832	CLOSENESS-CENTRALITY: 0.288427
NODE: 5746452	CLOSENESS-CENTRALITY: 0.311387
NODE: 15090041	CLOSENESS-CENTRALITY: 0.286655
NODE: 1586501	CLOSENESS-CENTRALITY: 0.314839
NODE: 46565466	CLOSENESS-CENTRALITY: 0.282639
NODE: 36823	CLOSENESS-CENTRALITY: 0.341524
NODE: 202003	CLOSENESS-CENTRALITY: 0.315028
NODE: 5879952	CLOSENESS-CENTRALITY: 0.286579
NODE: 15159630	CLOSENESS-CENTRALITY: 0.265887
NODE: 16063378	CLOSENESS-CENTRALITY: 0.273612
NODE: 32423136	CLOSENESS-CENTRALITY: 0.315408
NODE: 163238573	CLOSENESS-CENTRALITY: 0.294875
NODE: 817268	CLOSENESS-CENTRALITY: 0.343188
NODE: 620863	CLOSENESS-CENTRALITY: 0.292569
NODE: 8362412	CLOSENESS-CENTRALITY: 0.317508
NODE: 854291	CLOSENESS-CENTRALITY: 0.294527
NODE: 2153241	CLOSENESS-CENTRALITY: 0.287637
NODE: 794340	CLOSENESS-CENTRALITY: 0.280495
NODE: 3088721	CLOSENESS-CENTRALITY: 0.282170
NODE: 18893423	CLOSENESS-CENTRALITY: 0.295474
NODE: 58952410	CLOSENESS-CENTRALITY: 0.274062
NODE: 4488	CLOSENESS-CENTRALITY: 0.297589
NODE: 814256	CLOSENESS-CENTRALITY: 0.295578
NODE: 15934340	CLOSENESS-CENTRALITY: 0.293802
NODE: 20018109	CLOSENESS-CENTRALITY: 0.274358
NODE: 631503	CLOSENESS-CENTRALITY: 0.293826
NODE: 7620312	CLOSENESS-CENTRALITY: 0.274360
NODE: 6015962	CLOSENESS-CENTRALITY: 0.304785
NODE: 20119215	CLOSENESS-CENTRALITY: 0.258198
NODE: 8525402	CLOSENESS-CENTRALITY: 0.289296
NODE: 1095691	CLOSENESS-CENTRALITY: 0.293193
NODE: 14228090	CLOSENESS-CENTRALITY: 0.288937
NODE: 5803082	CLOSENESS-CENTRALITY: 0.278558
NODE: 17139227	CLOSENESS-CENTRALITY: 0.286915
NODE: 9499992	CLOSENESS-CENTRALITY: 0.289168
NODE: 15931605	CLOSENESS-CENTRALITY: 0.272097
NODE: 4282171	CLOSENESS-CENTRALITY: 0.298305
NODE: 4503491	CLOSENESS-CENTRALITY: 0.293463
NODE: 6525422	CLOSENESS-CENTRALITY: 0.288144
NODE: 9486542	CLOSENESS-CENTRALITY: 0.292560
NODE: 819999	CLOSENESS-CENTRALITY: 0.305902
NODE: 7865552	CLOSENESS-CENTRALITY: 0.281666
NODE: 765	CLOSENESS-CENTRALITY: 0.320763
NODE: 12244502	CLOSENESS-CENTRALITY: 0.278921
NODE: 19372797	CLOSENESS-CENTRALITY: 0.292544
NODE: 626973	CLOSENESS-CENTRALITY: 0.280067
NODE: 16099291	CLOSENESS-CENTRALITY: 0.293277
NODE: 19696690	CLOSENESS-CENTRALITY: 0.294955
NODE: 22697165	CLOSENESS-CENTRALITY: 0.282985
NODE: 778325	CLOSENESS-CENTRALITY: 0.283024
NODE: 19605824	CLOSENESS-CENTRALITY: 0.281217
NODE: 16739914	CLOSENESS-CENTRALITY: 0.238958
NODE: 102454587	CLOSENESS-CENTRALITY: 0.286639
NODE: 814304	CLOSENESS-CENTRALITY: 0.315499
NODE: 11041	CLOSENESS-CENTRALITY: 0.291016
NODE: 15903746	CLOSENESS-CENTRALITY: 0.299907
NODE: 11100902	CLOSENESS-CENTRALITY: 0.283511
NODE: 2182641	CLOSENESS-CENTRALITY: 0.280558
NODE: 5017	CLOSENESS-CENTRALITY: 0.284947
NODE: 14589771	CLOSENESS-CENTRALITY: 0.328502
NODE: 5931412	CLOSENESS-CENTRALITY: 0.272248
NODE: 3839	CLOSENESS-CENTRALITY: 0.314254
NODE: 14801863	CLOSENESS-CENTRALITY: 0.302943
NODE: 755756	CLOSENESS-CENTRALITY: 0.323175
NODE: 1154511	CLOSENESS-CENTRALITY: 0.286308
NODE: 3661961	CLOSENESS-CENTRALITY: 0.277327
NODE: 23775896	CLOSENESS-CENTRALITY: 0.266459
NODE: 2254561	CLOSENESS-CENTRALITY: 0.294266
NODE: 10725	CLOSENESS-CENTRALITY: 0.299738
NODE: 16446797	CLOSENESS-CENTRALITY: 0.294908
NODE: 3460221	CLOSENESS-CENTRALITY: 0.256907
NODE: 691353	CLOSENESS-CENTRALITY: 0.304884
NODE: 615723	CLOSENESS-CENTRALITY: 0.291873
NODE: 24273880	CLOSENESS-CENTRALITY: 0.280838
NODE: 10406172	CLOSENESS-CENTRALITY: 0.277677
